provider_place_id,provider_name,preferred_partner,name,longitude,latitude,street,city,region,postal_code,country_code,household_count,evs_access,reservable,evs_location,opening_hours_internal,open_24h,free_charge,auth_methods,payment_methods,entries,entry_exits,exits,notes,phone,url,picture_url,email,dyn_data,service_type,parking_slots,green_energy,floor_level,chargenow,yomi,status,legal_disclaimer,recent_use,operator_name,operator_id,suboperator_name,suboperator_id,verification_status,last_modified,num_dc_charge_points,num_ac_charge_points,max_dc_power,max_dc_amps,max_dc_volts,max_ac_power,max_ac_amps,max_ac_volts,typ1_count,typ2_count,typ3_count,typcn_count,typcndc_count,chademo_count,combotyp1_count,combotyp2_count,cee_count,station_name,district,p_ingestday,provider_id,Target_Date,Planned_Status
320513112_57-086,CIS,,慢充 依威能源,120.273645,30.214312,文明路288号御庭园,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,6,,,,7.0,32.0,253.0,,,,6.0,,,,,,御庭园,萧山区,2025-08-30,256,2026-05-10,Pending
101437000_25221,CIS,,快充 小桔充电,120.041061,30.413143,良渚街道严家桥4号楼,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 198 5742 0912,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/static/comp-pad/befcc1d666a821cc.jpg,,yes,Self-service,6,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,6,0,60.0,250.0,1000.0,,,,,,,,6.0,,,,,光速能源-新港村二号充电站,余杭区,2025-08-30,256,2026-05-10,Pending
MA2J378Y2_411740494585925,CIS,,慢充 宁波均胜,120.24847,30.172,乐园路27号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,+86 400 999 7778,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://gw.joysonquin.com/common/file/download/415121744625925?415121744625925.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,宁波均胜,CHA:1b8cf5516158af40b0e1fcefde88cdff,,,,2025-08-26 23:33:33.209793,0,12,,,,7.0,32.0,220.0,,,,12.0,,,,,,杭州美之园充电站,萧山区,2025-08-30,256,2026-05-10,Pending
MA27YQ0R4_169,CIS,,快充/慢充 融e充,118.933239,29.665375,千岛湖停车区,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 400 082 6699,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,融e充,CHA:065e83c8adf799dcf62e46f049a6bdb4,,,,2025-08-26 23:33:33.209793,10,2,120.0,200.0,750.0,7.0,,,,,,2.0,10.0,,,,,千黄高速公路千岛湖停车区充电站,淳安县,2025-08-30,256,2026-05-20,Pending
MA2J378Y2_313936744182021,CIS,,慢充 宁波均胜,120.11009,30.2802,嘉绿西苑北区-幼儿园门口停车位,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,+86 400 999 7778,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://gw.joysonquin.com/common/file/download/314651562995781?314651562995781.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,宁波均胜,CHA:1b8cf5516158af40b0e1fcefde88cdff,,,,2025-08-26 23:33:33.209793,0,5,,,,7.0,32.0,220.0,,,,5.0,,,,,,杭州嘉绿西苑北区充电站,西湖区,2025-08-30,256,2026-05-10,Pending
101437000_27015,CIS,,快充 小桔充电,120.261335,30.209367,宁围街道建设四路金珺澜庭 充电车位在小区西南侧地面停车位,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 88888500,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/image/172f55923ee217fb.blob?srcurl=http://100.69.238.49/static/comp-pad/172f55923ee217fb.blob&mode=online&opt=resize&width=750&height=422,,yes,Self-service,24,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,24,0,250.0,250.0,1000.0,,,,,,,,24.0,,,,,金珺澜庭充电站,萧山区,2025-08-30,256,2026-05-20,Pending
MADD8G2W4_3301020003,CIS,2.0,超充/快充 逸安启,120.203055,30.259816,秋涛北路72号欧亚达家居地面车位，东门进入左拐约10米,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,EASY_CHARGE,CONTRACT,,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://resource.ionchi.com/teldimage/134/b5bec2a0acf2464e9e502959fc406677.jpg,,yes,Self-service,3,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,逸安启,CHA:8f94787a354778c0fade74a9ca73e85d,,,,2025-08-26 23:33:33.209793,4,0,600.0,600.0,1000.0,,,,,,,,4.0,,,,,逸安启超充站-杭州欧亚达家居,上城区,2025-08-30,256,2026-05-10,Pending
320513112_57-623,CIS,,慢充 依威能源,120.147912,30.169541,浦沿街道浦沿路713号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,依威能源,CHA:29a2e57083d64541a6731c3b908002e2,,,,2025-08-26 23:33:33.209793,0,12,,,,7.0,32.0,253.0,,,,12.0,,,,,,银爵世纪公寓,滨江区,2025-08-30,256,2026-06-01,Pending
MA2J378Y2_410240982831173,CIS,,慢充 宁波均胜,120.153,30.295824,假山路99号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,CONTRACT,,,,,+86 400 999 7778,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://gw.joysonquin.com/common/file/download/410241330249797?410241330249797.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,宁波均胜,CHA:1b8cf5516158af40b0e1fcefde88cdff,,,,2025-08-26 23:33:33.209793,0,9,,,,7.0,32.0,220.0,,,,9.0,,,,,,杭州蓝色霞湾充电站,拱墅区,2025-08-30,256,2026-06-01,Pending
101437000_60497,CIS,,快充 小桔充电,120.276206,30.433701,临平街道顺达路159-25顺达花苑西区,杭州市,浙江省,,CN,,PUBLIC,NO,OUTDOOR,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,+86 152 6810 6850,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://comppad.didistatic.com/static/comp-pad/9aac25aeab0fdd58.blob,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,小桔充电,CHA:24fd36632c112e6b90788e9ea473873f,,,,2025-08-26 23:33:33.209793,10,0,120.0,250.0,1000.0,,,,,,,,10.0,,,,,顺达花苑充电站,临平区,2025-08-30,256,2026-05-15,Pending
395815801_3301030018,CIS,,慢充 特来电,120.166523,30.265202,凤起路380号,杭州市,浙江省,,CN,,PUBLIC,NO,,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://resource.teld.cn/teldimage/115/8bd970880fbb46ba9e2b5ef61be97aae.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,特来电,CHA:5479f3f7286204c4695bb304cc779436,,,,2025-08-26 23:33:33.209793,0,2,,,,7.0,32.0,220.0,,,,2.0,,,,,,特来电杭州皇亲苑社区充电站,拱墅区,2025-08-30,256,2026-05-10,Pending
395815801_3301120020,CIS,,快充 特来电,119.707579,30.244167,锦北街道花石街临安基督教,杭州市,浙江省,,CN,,PUBLIC,NO,ALL,"00:00,24:00;1,7|00:00,24:00;8,8",YES,,,"CONTRACT,MOBIL",,,,,,"http://chargenow.evpowergroup.com/,http://chargenow.evpowergroup.com/",https://resource.teld.cn/teldimage/134/微信图片2023110109104420231101091143.jpg,,yes,Self-service,0,no,,no,,,The prices of the BMW Charging/MINI Charging partner apply.,,特来电,CHA:5479f3f7286204c4695bb304cc779436,,,,2025-08-26 23:33:33.209793,12,0,480.0,600.0,1000.0,,,,,,,,12.0,,,,,临安花石街超级充电站,临安区,2025-08-30,256,2026-05-10,Pending
